object_path,format,bytes,rows,columns,column_names,missing_cells,total_cells,missing_rate,status,note
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_evir/data/bmw__bmw.parquet,parquet,53342,6146,1,value,0,6146,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_evir/data/danish__danish.parquet,parquet,17270,2167,1,value,0,2167,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_evir/data/nidd.annual__nidd.annual.parquet,parquet,1458,35,1,value,0,35,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_evir/data/nidd.thresh__nidd.thresh.parquet,parquet,2005,154,1,value,0,154,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_evir/data/siemens__siemens.parquet,parquet,54736,6146,1,value,0,6146,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_evir/data/sp.raw__sp.raw.parquet,parquet,41856,8415,1,value,0,8415,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_evir/data/spto87__spto87.parquet,parquet,67970,6985,1,value,0,6985,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_levelmax_sf16_993__sii_levelmax_sf16_993.parquet,parquet,1748,8,2,level;levelmax,0,16,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_levelmax_sf16_995__sii_levelmax_sf16_995.parquet,parquet,1748,8,2,level;levelmax,0,16,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_plotdetails_sf16__sii_plotdetails_sf16.parquet,parquet,4589,20,8,levelordescription;surface;outline1;outline2;outline3;outline4;outline11;outline13,0,160,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_structure_sf16_eng__sii_structure_sf16_eng.parquet,parquet,2799,43,3,description;level;childlevel,36,129,0.2790697674,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_structure_sf16_nld__sii_structure_sf16_nld.parquet,parquet,2743,43,3,description;level;childlevel,36,129,0.2790697674,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_x_edgecolors_sf16_eng__sii_x_edgecolors_sf16_eng.parquet,parquet,1233,41,1,value,0,41,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_x_edgecolors_sf16_nld__sii_x_edgecolors_sf16_nld.parquet,parquet,1233,41,1,value,0,41,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_x_fillcolors_sf16_eng__sii_x_fillcolors_sf16_eng.parquet,parquet,1476,41,1,value,0,41,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_x_fillcolors_sf16_nld__sii_x_fillcolors_sf16_nld.parquet,parquet,1467,41,1,value,0,41,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex1_data__sii_z_ex1_data.parquet,parquet,6112,230,6,time;ratio;description;value;id;comparewithid,23,1380,0.0166666667,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex1_edgecolors__sii_z_ex1_edgecolors.parquet,parquet,1195,23,1,value,0,23,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex1_fillcolors__sii_z_ex1_fillcolors.parquet,parquet,1344,23,1,value,0,23,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex1_levelmax__sii_z_ex1_levelmax.parquet,parquet,1907,5,2,level;levelmax,0,10,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex1_plotdetails2__sii_z_ex1_plotdetails2.parquet,parquet,4542,13,8,levelordescription;surface;outline1;outline2;outline3;outline4;outline11;outline13,54,104,0.5192307692,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex1_plotdetails__sii_z_ex1_plotdetails.parquet,parquet,4542,13,8,levelordescription;surface;outline1;outline2;outline3;outline4;outline11;outline13,54,104,0.5192307692,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex1_structure__sii_z_ex1_structure.parquet,parquet,2603,25,3,description;level;childlevel,21,75,0.2800000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex2_data__sii_z_ex2_data.parquet,parquet,3881,23,5,time;ratio;description;value;id,0,115,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex3_data__sii_z_ex3_data.parquet,parquet,5282,129,6,time;ratio;description;value;id;comparewithid,43,774,0.0555555556,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex3_plotdetails__sii_z_ex3_plotdetails.parquet,parquet,4653,24,8,levelordescription;surface;outline1;outline2;outline3;outline4;outline11;outline13,78,192,0.4062500000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex4_data__sii_z_ex4_data.parquet,parquet,4540,27,6,time;ratio;description;value;id;comparewithid,9,162,0.0555555556,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex4_levelmax__sii_z_ex4_levelmax.parquet,parquet,1896,3,2,level;levelmax,0,6,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex4_structure__sii_z_ex4_structure.parquet,parquet,2370,11,3,description;level;childlevel,9,33,0.2727272727,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex6_data2__sii_z_ex6_data2.parquet,parquet,4664,49,6,time;ratio;description;value;id;comparewithid,49,294,0.1666666667,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex6_data__sii_z_ex6_data.parquet,parquet,4646,49,6,time;ratio;description;value;id;comparewithid,49,294,0.1666666667,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex6_edgecolors__sii_z_ex6_edgecolors.parquet,parquet,1265,48,1,value,0,48,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex6_fillcolors__sii_z_ex6_fillcolors.parquet,parquet,1514,48,1,value,0,48,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex6_levelmax__sii_z_ex6_levelmax.parquet,parquet,1958,12,2,level;levelmax,0,24,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex6_plotdetails__sii_z_ex6_plotdetails.parquet,parquet,4504,12,8,levelordescription;surface;outline1;outline2;outline3;outline4;outline11;outline13,43,96,0.4479166667,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex6_structure__sii_z_ex6_structure.parquet,parquet,2921,49,3,description;level;childlevel,38,147,0.2585034014,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex7_data__sii_z_ex7_data.parquet,parquet,4855,86,6,tijd;ratio;description;waarde;id;vergelijkmet,43,516,0.0833333333,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ggsolvencyii/data/sii_z_ex7_plotdetails__sii_z_ex7_plotdetails.parquet,parquet,4656,22,8,levelordescription;surface;outline1;outline2;outline3;outline4;outline11;outline13,89,176,0.5056818182,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ReIns/data/norwegianfire__norwegianfire.parquet,parquet,26816,9181,2,size;year,0,18362,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ReIns/data/secura__secura.parquet,parquet,3817,371,2,year;size,0,742,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/core_archives/AAT_03_oprisk_core/03_oprisk/cran_ReIns/data/soa__soa.parquet,parquet,496533,75789,1,size,0,75789,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SPLICE/data/test_incurred_dataset_inflated__test_incurred_dataset_inflated.parquet,parquet,1593717,31250,9,claim_no;claim_size;txn_time;txn_delay;txn_type;incurred;OCL;cumpaid;multiplier,9471,281250,0.0336746667,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SPLICE/data/test_incurred_dataset_noInf__test_incurred_dataset_noInf.parquet,parquet,1594042,31250,9,claim_no;claim_size;txn_time;txn_delay;txn_type;incurred;OCL;cumpaid;multiplier,9471,281250,0.0336746667,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_claim_dataset__test_claim_dataset.parquet,parquet,161175,3624,7,claim_no;occurrence_period;occurrence_time;claim_size;notidel;setldel;no_payment,0,25368,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_claim_dataset_cov__test_claim_dataset_cov.parquet,parquet,161167,3624,7,claim_no;occurrence_period;occurrence_time;claim_size;notidel;setldel;no_payment,0,25368,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_claims_object__test_claims_object.parquet,parquet,992654,1,10,frequency_vector;occurrence_list;claim_size_list;notification_list;settlement_list;no_payments_list;payment_size_list;payment_delay_list;payment_time_list;payment_inflated_list,0,10,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_claims_object_cov__test_claims_object_cov.parquet,parquet,924106,1,10,frequency_vector;occurrence_list;claim_size_list;notification_list;settlement_list;no_payments_list;payment_size_list;payment_delay_list;payment_time_list;payment_inflated_list,0,10,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_covariates_dataset__test_covariates_dataset.parquet,parquet,45207,1,7,data;ids;covariates.factors.Legal Representation;covariates.factors.Injury Severity;covariates.factors.Age of Claimant;covariates.relativity_freq;covariates.relativity_sev,0,7,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_covariates_obj__test_covariates_obj.parquet,parquet,5887,1,5,relativity_freq;relativity_sev;factors.Legal Representation;factors.Injury Severity;factors.Age of Claimant,0,5,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_transaction_dataset__test_transaction_dataset.parquet,parquet,993710,18983,12,claim_no;pmt_no;occurrence_period;occurrence_time;claim_size;notidel;setldel;payment_time;payment_period;payment_size;payment_inflated;payment_delay,0,227796,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/cran_SynthETIC/data/test_transaction_dataset_cov__test_transaction_dataset_cov.parquet,parquet,925709,17382,12,claim_no;pmt_no;occurrence_period;occurrence_time;claim_size;notidel;setldel;payment_time;payment_period;payment_size;payment_inflated;payment_delay,0,208584,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/problemofpoints_reservetestr/R/sysdata__map_lines.parquet,parquet,1666,4,2,line2;Line,0,8,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/problemofpoints_reservetestr/R/sysdata__meyers_2016_appendix.parquet,parquet,17141,200,11,line2;group_id;Premium;Estimate...4;Std Dev...5;Percentile...6;Outcome...7;gammamean;deltamean;max_Rhat...10;line,0,2200,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/01_reserving/problemofpoints_reservetestr/R/sysdata__meyers_2019_appendix_internal.parquet,parquet,234448,15,2,sheet_name;data,0,30,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/ActuarialDataScience/11 - Model Comparison and Calibration Assessment/grid/c_grid_xgb__paramGrid.parquet,parquet,6835,20,10,iteration;score;learning_rate;max_depth;min_child_weight;colsample_bynode;subsample;reg_lambda;reg_alpha;eval_metric,0,200,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/ActuarialDataScience/11 - Model Comparison and Calibration Assessment/grid/grid_xgb__paramGrid.parquet,parquet,7528,20,11,iteration;score;learning_rate;max_depth;min_child_weight;colsample_bynode;subsample;reg_lambda;reg_alpha;tree_method;eval_metric,0,220,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/asiacomrisk__asiacomrisk.parquet,parquet,19005,526,7,Period;FGU;TIV;CountryStatus;Usage;SubUsage;DR,122,3682,0.0331341662,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausautoBI8999__ausautoBI8999.parquet,parquet,356947,22036,15,AccDate;ReportDate;FinDate;AccMth;ReportMth;FinMth;OpTime;InjType1;InjType2;InjType3;InjType4;InjType5;InjNb;Legal;AggClaim,63151,330540,0.1910540328,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/auscathist__auscathist.parquet,parquet,13730,206,10,Year;Quarter;FirstDay;LastDay;Event;Type;Location;OriginalCost;NormCost2011;NormCost2014,205,2060,0.0995145631,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausMTPL8486__ausMTPL8486.parquet,parquet,11400,176,7,LocalGov;StatDiv;ClaimNb;AccNb;KillInjNb;Pop;PopDens,0,1232,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYCapAdeq__ausNLHYCapAdeq.parquet,parquet,26498,28,34,Content;Insurers200506;Insurers200512;Insurers200606;Insurers200612;Insurers200706;Insurers200712;Insurers200806;Insurers200812;Insurers200906;Insurers200912;Insurers201006;Reinsurers200506;Reinsurers200512;Reinsurers200606;Reinsurers200612;Reinsurers200706;Reinsurers200712;Reinsurers200806;Reinsurers200812;Reinsurers200906;Reinsurers200912;Reinsurers201006;Total200506;Total200512;Total200606;Total200612;Total200706;Total200712;Total200806;Total200812;Total200906;Total200912;Total201006,99,952,0.1039915966,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYCapAdeqByComp__ausNLHYCapAdeqByComp.parquet,parquet,69675,171,56,Company;Date200506;MCR200506;Capital200506;Surplus200506;SolRatio200506;Date200512;MCR200512;Capital200512;Surplus200512;SolRatio200512;Date200606;MCR200606;Capital200606;Surplus200606;SolRatio200606;Date200612;MCR200612;Capital200612;Surplus200612;SolRatio200612;Date200706;MCR200706;Capital200706;Surplus200706;SolRatio200706;Date200712;MCR200712;Capital200712;Surplus200712;SolRatio200712;Date200806;MCR200806;Capital200806;Surplus200806;SolRatio200806;Date200812;MCR200812;Capital200812;Surplus200812;SolRatio200812;Date200906;MCR200906;Capital200906;Surplus200906;SolRatio200906;Date200912;MCR200912;Capital200912;Surplus200912;SolRatio200912;Date201006;MCR201006;Capital201006;Surplus201006;SolRatio201006,2474,9576,0.2583542189,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYClaimByState__ausNLHYClaimByState.parquet,parquet,58192,15,89,Class;NSWACT200506;NSWACT200512;NSWACT200606;NSWACT200612;NSWACT200706;NSWACT200712;NSWACT200806;NSWACT200812;NSWACT200906;NSWACT200912;NSWACT201006;VIC200506;VIC200512;VIC200606;VIC200612;VIC200706;VIC200712;VIC200806;VIC200812;VIC200906;VIC200912;VIC201006;QLD200506;QLD200512;QLD200606;QLD200612;QLD200706;QLD200712;QLD200806;QLD200812;QLD200906;QLD200912;QLD201006;SA200506;SA200512;SA200606;SA200612;SA200706;SA200712;SA200806;SA200812;SA200906;SA200912;SA201006;WA200506;WA200512;WA200606;WA200612;WA200706;WA200712;WA200806;WA200812;WA200906;WA200912;WA201006;TAS200506;TAS200512;TAS200606;TAS200612;TAS200706;TAS200712;TAS200806;TAS200812;TAS200906;TAS200912;TAS201006;NT200506;NT200512;NT200606;NT200612;NT200706;NT200712;NT200806;NT200812;NT200906;NT200912;NT201006;Total200506;Total200512;Total200606;Total200612;Total200706;Total200712;Total200806;Total200812;Total200906;Total200912;Total201006,83,1335,0.0621722846,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYFinPerf__ausNLHYFinPerf.parquet,parquet,25986,22,34,Content;Insurers200506;Insurers200512;Insurers200606;Insurers200612;Insurers200706;Insurers200712;Insurers200806;Insurers200812;Insurers200906;Insurers200912;Insurers201006;Reinsurers200506;Reinsurers200512;Reinsurers200606;Reinsurers200612;Reinsurers200706;Reinsurers200712;Reinsurers200806;Reinsurers200812;Reinsurers200906;Reinsurers200912;Reinsurers201006;Total200506;Total200512;Total200606;Total200612;Total200706;Total200712;Total200806;Total200812;Total200906;Total200912;Total201006,0,748,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYFinPerfByComp__ausNLHYFinPerfByComp.parquet,parquet,185392,173,144,Company;Date200506;GWP200506;RE200506;NWP200506;GIC200506;NRR200506;RR200506;NIC200506;UWE200506;UWR200506;II200506;OI200506;NPAT200506;Date200512;GWP200512;RE200512;NWP200512;GIC200512;NRR200512;RR200512;NIC200512;UWE200512;UWR200512;II200512;OI200512;NPAT200512;Date200606;GWP200606;RE200606;NWP200606;GIC200606;NRR200606;RR200606;NIC200606;UWE200606;UWR200606;II200606;OI200606;NPAT200606;Date200612;GWP200612;RE200612;NWP200612;GIC200612;NRR200612;RR200612;NIC200612;UWE200612;UWR200612;II200612;OI200612;NPAT200612;Date200706;GWP200706;RE200706;NWP200706;GIC200706;NRR200706;RR200706;NIC200706;UWE200706;UWR200706;II200706;OI200706;NPAT200706;Date200712;GWP200712;RE200712;NWP200712;GIC200712;NRR200712;RR200712;NIC200712;UWE200712;UWR200712;II200712;OI200712;NPAT200712;Date200806;GWP200806;RE200806;NWP200806;GIC200806;NRR200806;RR200806;NIC200806;UWE200806;UWR200806;II200806;OI200806;NPAT200806;Date200812;GWP200812;RE200812;NWP200812;GIC200812;NRR200812;RR200812;NIC200812;UWE200812;UWR200812;II200812;OI200812;NPAT200812;Date200906;GWP200906;RE200906;NWP200906;GIC200906;NRR200906;RR200906;NIC200906;UWE200906;UWR200906;II200906;OI200906;NPAT200906;Date200912;GWP200912;RE200912;NWP200912;GIC200912;NRR200912;RR200912;NIC200912;UWE200912;UWR200912;II200912;OI200912;NPAT200912;Date201006;GWP201006;RE201006;NWP201006;GIC201006;NRR201006;RR201006;NIC201006;UWE201006;UWR201006;II201006;OI201006;NPAT201006,6445,24912,0.2587106615,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYFinPerfPublic__ausNLHYFinPerfPublic.parquet,parquet,5457,13,7,Content;Total200506;Total200606;Total200706;Total200806;Total200906;Total201006,0,91,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYFinPos__ausNLHYFinPos.parquet,parquet,35591,26,45,Content;Insurers200506;Insurers200512;Insurers200606;Insurers200612;Insurers200706;Insurers200712;Insurers200806;Insurers200812;Insurers200906;Insurers200912;Insurers201006;Reinsurers200506;Reinsurers200512;Reinsurers200606;Reinsurers200612;Reinsurers200706;Reinsurers200712;Reinsurers200806;Reinsurers200812;Reinsurers200906;Reinsurers200912;Reinsurers201006;Total200506;Total200512;Total200606;Total200612;Total200706;Total200712;Total200806;Total200812;Total200906;Total200912;Total201006;InsideAustraliaOnly200506;InsideAustraliaOnly200512;InsideAustraliaOnly200606;InsideAustraliaOnly200612;InsideAustraliaOnly200706;InsideAustraliaOnly200712;InsideAustraliaOnly200806;InsideAustraliaOnly200812;InsideAustraliaOnly200906;InsideAustraliaOnly200912;InsideAustraliaOnly201006,121,1170,0.1034188034,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYFinPosByComp__ausNLHYFinPosByComp.parquet,parquet,106699,176,78,Company;Date200506;Invest200506;TotalAsset200506;ClaimReserv200506;PremLiab200506;TotalLiab200506;Equity200506;Date200512;Invest200512;TotalAsset200512;ClaimReserv200512;PremLiab200512;TotalLiab200512;Equity200512;Date200606;Invest200606;TotalAsset200606;ClaimReserv200606;PremLiab200606;TotalLiab200606;Equity200606;Date200612;Invest200612;TotalAsset200612;ClaimReserv200612;PremLiab200612;TotalLiab200612;Equity200612;Date200706;Invest200706;TotalAsset200706;ClaimReserv200706;PremLiab200706;TotalLiab200706;Equity200706;Date200712;Invest200712;TotalAsset200712;ClaimReserv200712;PremLiab200712;TotalLiab200712;Equity200712;Date200806;Invest200806;TotalAsset200806;ClaimReserv200806;PremLiab200806;TotalLiab200806;Equity200806;Date200812;Invest200812;TotalAsset200812;ClaimReserv200812;PremLiab200812;TotalLiab200812;Equity200812;Date200906;Invest200906;TotalAsset200906;ClaimReserv200906;PremLiab200906;TotalLiab200906;Equity200906;Date200912;Invest200912;TotalAsset200912;ClaimReserv200912;PremLiab200912;TotalLiab200912;Equity200912;Date201006;Invest201006;TotalAsset201006;ClaimReserv201006;PremLiab201006;TotalLiab201006;Equity201006,3657,13728,0.2663898601,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYFinPosPublic__ausNLHYFinPosPublic.parquet,parquet,10067,13,13,Content;Total200506;Total200606;Total200706;Total200806;Total200906;Total201006;InsideAustraliaOnly200506;InsideAustraliaOnly200606;InsideAustraliaOnly200706;InsideAustraliaOnly200806;InsideAustraliaOnly200906;InsideAustraliaOnly201006,10,169,0.0591715976,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYLiability__ausNLHYLiability.parquet,parquet,31041,18,45,Content;GPL200506;GPL200512;GPL200606;GPL200612;GPL200706;GPL200712;GPL200806;GPL200812;GPL200906;GPL200912;GPL201006;RR200506;RR200512;RR200606;RR200612;RR200706;RR200712;RR200806;RR200812;RR200906;RR200912;RR201006;NRR200506;NRR200512;NRR200606;NRR200612;NRR200706;NRR200712;NRR200806;NRR200812;NRR200906;NRR200912;NRR201006;NPL200506;NPL200512;NPL200606;NPL200612;NPL200706;NPL200712;NPL200806;NPL200812;NPL200906;NPL200912;NPL201006,44,810,0.0543209877,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYLloydAsset__ausNLHYLloydAsset.parquet,parquet,11016,6,16,Content;TrustFund200512;AssetFund1.200512;AssetFund2.200512;TrustFund200612;AssetFund1.200612;AssetFund2.200612;TrustFund200712;AssetFund1.200712;AssetFund2.200712;TrustFund200812;AssetFund1.200812;AssetFund2.200812;TrustFund200912;AssetFund1.200912;AssetFund2.200912,6,96,0.0625000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYLloydGPI__ausNLHYLloydGPI.parquet,parquet,12740,30,16,Content;Direct200512;Inward200512;Total200512;Direct200612;Inward200612;Total200612;Direct200712;Inward200712;Total200712;Direct200812;Inward200812;Total200812;Direct200912;Inward200912;Total200912,51,480,0.1062500000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYLloydUWAcc__ausNLHYLloydUWAcc.parquet,parquet,12436,16,16,Content;AccYear2YrAgo200512;AccYear1YrAgo200512;AccYear0YrAgo200512;AccYear2YrAgo200612;AccYear1YrAgo200612;AccYear0YrAgo200612;AccYear2YrAgo200712;AccYear1YrAgo200712;AccYear0YrAgo200712;AccYear2YrAgo200812;AccYear1YrAgo200812;AccYear0YrAgo200812;AccYear2YrAgo200912;AccYear1YrAgo200912;AccYear0YrAgo200912,60,256,0.2343750000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ausNLHYLloydUWRes__ausNLHYLloydUWRes.parquet,parquet,12106,10,16,Content;AccYear2YrAgo200512;AccYear1YrAgo200512;AccYear0YrAgo200512;AccYear2YrAgo200612;AccYear1YrAgo200612;AccYear0YrAgo200612;AccYear2YrAgo200712;AccYear1YrAgo200712;AccYear0YrAgo200712;AccYear2YrAgo200812;AccYear1YrAgo200812;AccYear0YrAgo200812;AccYear2YrAgo200912;AccYear1YrAgo200912;AccYear0YrAgo200912,0,160,0.0000000000,verified,Metadata and all row-group footers readable.
